Customer ID,First Name,Last Name,State,Date of Birth, Last 6 Months Purchases 
JRod32229,Jasmine,Rodriguez,Louisiana,27/03/1988, $160.00 
JHar29803,Javier,Hardy,California,05/08/1981, $25.00 
JFra30243,Jean,Frank,Minnesota,19/10/1982, $285.00 
JMcc32571,Jean,Mccarthy,Alabama,04/03/1989, $160.00 
JRee29587,Jean,Reed,Texas,01/01/1981, $62.00 
JGoo31948,Jeanette,Goodwin,New Mexico,20/06/1987, $180.00 
JAll30948,Jeanne,Allison,Texas,23/09/1984, $83.00 
JGon31779,Jeanne,Gonzales,Delaware,02/01/1987, $145.00 
JCol30281,Jeannette,Collins,Florida,26/11/1982, $69.00 
JBla29903,Jeannie,Blake,Louisiana,13/11/1981, $90.00 
JWat29702,Jeannie,Watts,Virginia,26/04/1981, $375.00 
JMas30025,Jeff,Massey,Pennsylvania,15/03/1982, $725.00 
JMon31985,Jeff,Montgomery,New Mexico,27/07/1987, $144.00 
JKel32718,Jeffrey,Kelly,Texas,29/07/1989, $233.00 
JSul29966,Jeffrey,Sullivan,New Jersey,15/01/1982, $25.00 
JJoh30583,Jenna,Johnston,Pennsylvania,24/09/1983, $160.00 
JEll30213,Jennie,Ellis,California,19/09/1982, $87.00 
JCox30140,Jerald,Cox,North Carolina,08/07/1982, $90.00 
JBut31079,Jeremiah,Butler,California,01/02/1985, $527.00 
JFle29687,Jeremiah,Fletcher,Pennsylvania,11/04/1981, $122.00 
JFra29940,Jeremiah,Frank,Florida,20/12/1981, $75.00 
JHar29822,Jeremiah,Harvey,Illinois,24/08/1981, $220.00 
JTay30122,Jeremy,Taylor,California,20/06/1982, $652.00 
JRob31770,Jerome,Roberson,Illinois,24/12/1986, $200.00 
JCol32249,Jerry,Cole,Alabama,16/04/1988, $70.00 
JBow30443,Jesse,Bowen,Delaware,07/05/1983, $217.00 
JGom30369,Jessica,Gomez,Pennsylvania,22/02/1983, $104.00 
JPer32136,Jessie,Perez,California,25/12/1987, $890.15 
JSpe32648,Jessie,Spencer,Maryland,20/05/1989, $750.00 
JSte32212,Jessie,Stevenson,Texas,10/03/1988, $115.00 
JFor31143,Jesus,Ford,North Dakota,06/04/1985, $143.00 
JWar29907,Jesus,Ward,Delaware,17/11/1981, $750.00 
JWol29930,Jesus,Wolfe,Florida,10/12/1981, $54.00 
JJen30805,Jill,Jenkins,Missouri,03/05/1984, $60.00 
JPop31570,Jill,Pope,Illinois,07/06/1986, $957.00 
JBra31751,Jimmie,Bradley,South Carolina,05/12/1986, $125.00 
JWis30546,Jimmy,Wise,Texas,18/08/1983, $213.00 
JHun32553,Jo,Hunter,New York,14/02/1989, $111.00 
JJim30344,Jo,Jimenez,New Jersey,28/01/1983, $25.00 
JAll30456,Joann,Allison,Pennsylvania,20/05/1983, $82.00 
JTow30467,Joann,Townsend,Nebraska,31/05/1983, $124.00 
JYat31845,Joann,Yates,Alaska,09/03/1987, $274.00 
JZim32615,Joanna,Zimmerman,Wisconsin,17/04/1989, $120.00 
JAdk31882,Joanne,Adkins,Florida,15/04/1987, $128.00 
JAll29966,Joanne,Allen,New York,15/01/1982, $214.00 
JAnd30570,Joanne,Andrews,Arizona,11/09/1983, $176.00 
JFos32095,Jody,Foster,Illinois,14/11/1987," $2,500.00 "
JGon30788,Jody,Gonzales,New York,16/04/1984, $368.00 
JAll32604,Joey,Allen,Virginia,06/04/1989, $341.00 
JWil29776,Joey,Willis,New York,09/07/1981, $140.00 
JEst32782,Johanna,Estrada,New Jersey,01/10/1989," $1,000.00 "
JWat32367,Johanna,Watkins,Illinois,12/08/1988, $277.00 
JMit32001,John,Mitchell,New Hampshire,12/08/1987, $299.00 
JPag31054,John,Page,Rhode Island,07/01/1985, $203.00 
JWel32216,John,Wells,California,14/03/1988, $916.80 
JBoy31926,Johnny,Boyd,Oklahoma,29/05/1987, $125.00 
JBuc31612,Jon,Buchanan,Florida,19/07/1986, $124.00 
JLit30836,Jon,Little,Illinois,03/06/1984," $5,250.00 "
JBec29701,Jonathan,Becker,Texas,25/04/1981, $132.00 
JHar30401,Jonathon,Harris,Oklahoma,26/03/1983, $200.00 
JWon32174,Jonathon,Wong,Illinois,01/02/1988, $235.00 
JWar29926,Jordan,Ward,Hawaii,06/12/1981, $75.00 
JRod30317,Jorge,Rodgers,New Hampshire,01/01/1983, $565.00 
JGar30250,Jose,Gardner,New Jersey,26/10/1982, $250.00 
JGon31917,Jose,Gonzalez,Wisconsin,20/05/1987, $85.00 
JNew30708,Jose,Newton,Minnesota,27/01/1984, $313.00 
JCas30656,Josh,Casey,Alaska,06/12/1983, $295.00 
JHam30589,Joshua,Hamilton,Georgia,30/09/1983, $75.00 
JPit31471,Joshua,Pittman,California,28/02/1986, $68.00 
JMcg31682,Joyce,Mcguire,New York,27/09/1986, $360.00 
JPau31285,Joyce,Paul,New Hampshire,26/08/1985, $366.00 
JCoh31509,Juana,Cohen,California,07/04/1986," $1,355.76 "
JNea29976,Judith,Neal,Colorado,25/01/1982, $367.00 
JZim32465,Judith,Zimmerman,New Jersey,18/11/1988, $25.00 
JLog29755,Julian,Logan,Pennsylvania,18/06/1981, $218.00 
JWil30609,Julian,Wilson,New York,20/10/1983, $213.00 
JBla31873,Julie,Black,Pennsylvania,06/04/1987, $141.00 
JCur30423,Julio,Curtis,New Hampshire,17/04/1983, $397.00 
JGon32126,Julio,Gonzalez,New York,15/12/1987, $230.00 
JFos31307,Julius,Foster,Florida,17/09/1985, $225.00 
JMor31403,June,Morrison,Florida,22/12/1985, $58.00 
JGeo30831,Justin,George,Florida,29/05/1984, $225.00 
JHop32676,Justin,Hopkins,Minnesota,17/06/1989, $150.00 
JRoy32653,Justin,Roy,Pennsylvania,25/05/1989, $83.00 
KCar31258,Kara,Carroll,New York,30/07/1985, $115.00 
KLew30509,Kara,Lewis,Alaska,12/07/1983, $508.00 
KWil30805,Karen,Wilkerson,Texas,03/05/1984, $79.00 
KSim32564,Kari,Sims,Florida,25/02/1989, $225.00 
KWel31583,Karla,Wells,New York,20/06/1986, $111.00 
KAus31090,Kate,Austin,Maryland,12/02/1985, $325.00 
KBec30713,Kathryn,Beck,Virginia,01/02/1984, $472.00 
KMcd30658,Kathryn,Mcdaniel,Illinois,08/12/1983, $750.00 
KTor31514,Kathy,Torres,West Virginia,12/04/1986, $150.00 
KSny30085,Katie,Snyder,Texas,14/05/1982, $126.00 
KCai31919,Kellie,Cain,Florida,22/05/1987, $225.00 
KMor30826,Kelly,Moreno,New York,24/05/1984, $243.00 
KBar29618,Kenneth,Barton,Texas,01/02/1981, $163.00 
KLit30235,Kenneth,Little,Michigan,11/10/1982, $70.00 
KFra32809,Kenny,Franklin,Texas,28/10/1989, $115.00 
KMcl32294,Kent,Mclaughlin,Texas,31/05/1988, $110.00 
KNgu29893,Kerry,Nguyen,New York,03/11/1981, $313.00 
KYou30754,Kerry,Young,Florida,13/03/1984, $75.00 
KMcg29720,Kim,Mcgee,Hawaii,14/05/1981, $500.00 
KWil32819,Kim,Williamson,New Jersey,07/11/1989, $928.00 
KZim30832,Kim,Zimmerman,Texas,30/05/1984, $155.00 
KLlo32124,Kimberly,Lloyd,California,13/12/1987, $778.05 
KSch30614,Krista,Schwartz,Idaho,25/10/1983, $61.50 
KPen31058,Kristin,Pena,California,11/01/1985, $25.00 
KSan32641,Kristin,Sandoval,Illinois,13/05/1989, $300.00 
KWol29824,Kristina,Wolfe,New Jersey,26/08/1981, $78.00 
KRio30074,Kristine,Rios,Iowa,03/05/1982, $63.00 
KJac30128,Krystal,Jackson,California,26/06/1982, $971.20 
KGil30429,Kurt,Gill,Texas,23/04/1983, $182.00 
KBis31027,Kyle,Bishop,Nevada,11/12/1984, $140.00 
KGar29727,Kyle,Garrett,California,21/05/1981, $75.00 
LHam32519,Lana,Hammond,Florida,11/01/1989, $66.00 
LJam30753,Lana,James,Illinois,12/03/1984, $113.00 
LRya30933,Lana,Ryan,Alaska,08/09/1984, $293.00 
LCai31982,Larry,Cain,New Jersey,24/07/1987," $1,736.00 "
LWat30383,Larry,Watkins,New York,08/03/1983, $279.00 
LJen30618,Latoya,Jensen,North Dakota,29/10/1983, $187.00 
LSch30112,Laura,Schultz,California,10/06/1982, $580.00 
LWal32528,Lauren,Walters,Utah,20/01/1989, $168.00 
LLit32455,Laurence,Little,California,08/11/1988, $25.00 
LRom32009,Laurie,Romero,Idaho,20/08/1987, $75.00 
LShe31415,Lee,Shelton,New York,03/01/1986, $177.00 
LHar29925,Lela,Harris,Alaska,05/12/1981, $532.00 
LNic31396,Lela,Nichols,Texas,15/12/1985, $109.00 
LLyo31155,Leland,Lyons,Rhode Island,18/04/1985, $725.00 
LMil29738,Leland,Miles,Wyoming,01/06/1981, $130.00 
LWil30033,Leland,Williamson,New York,23/03/1982, $304.00 
LMun28290,Lena,Munoz,Delaware,14/06/1977, $235.00 
LWhi28435,Lena,White,Massachusetts,06/11/1977, $425.00 
LMil26878,Leo,Miller,Florida,02/08/1973, $750.00 
LSha28904,Leona,Sharp,Texas,18/02/1979, $82.00 
LLit27310,Leonard,Little,Maryland,08/10/1974, $225.00 
LBar26747,Leslie,Barrett,Montana,24/03/1973, $55.20 
LGar28594,Leslie,Garrett,Delaware,14/04/1978, $425.00 
LRey27964,Leticia,Reyes,Florida,23/07/1976, $66.00 
LRod28626,Leticia,Rodgers,Texas,16/05/1978, $144.00 
LBar28684,Levi,Barnett,Florida,13/07/1978, $750.00 
LChr27802,Lewis,Christensen,Florida,12/02/1976, $120.00 
LJoh28154,Lewis,Johnston,Wisconsin,29/01/1977, $176.00 
LPri26647,Lewis,Price,North Carolina,14/12/1972, $160.00 
LFer28378,Lila,Fernandez,Florida,10/09/1977, $136.00 
LHol27335,Lila,Holt,California,02/11/1974, $868.30 
LMck27693,Lila,Mckenzie,Florida,26/10/1975, $225.00 
LWil27660,Lillian,Wilkins,Florida,23/09/1975, $58.30 
LPat28053,Lindsay,Patrick,New York,20/10/1976, $167.00 
LPar28253,Lindsey,Parker,New York,08/05/1977, $172.00 
LWil26826,Lindsey,Williamson,California,11/06/1973, $924.80 
LGre29199,Lionel,Greer,Texas,10/12/1979," $1,250.00 "
LDan26386,Lisa,Daniels,West Virginia,28/03/1972, $90.00 
LHer27366,Lisa,Herrera,Nevada,03/12/1974," $1,250.00 "
LGuz27732,Lloyd,Guzman,California,04/12/1975, $25.00 
LMar27788,Lloyd,Martinez,Indiana,29/01/1976, $116.00 
LSha28403,Lloyd,Shaw,Iowa,05/10/1977, $95.00 
LHer28696,Lois,Hernandez,Florida,25/07/1978, $225.00 
LTho28773,Lois,Thornton,South Dakota,10/10/1978, $56.10 
LVas26888,Lois,Vasquez,Connecticut,12/08/1973, $675.00 
LSan26465,Lola,Sanders,California,15/06/1972," $1,332.72 "
LNor26771,Lonnie,Norris,Texas,17/04/1973, $175.00 
LGuz26949,Lora,Guzman,Wisconsin,12/10/1973, $124.00 
LMcd26523,Lora,Mcdaniel,Alaska,12/08/1972, $445.00 
LBal27633,Loren,Ball,Illinois,27/08/1975, $246.00 
LPat28283,Loren,Patterson,Wisconsin,07/06/1977, $124.00 
LAgu28216,Lorena,Aguilar,Maine,01/04/1977, $180.00 
LStr27032,Lorena,Strickland,California,03/01/1974," $1,342.08 "
LTod26114,Lorena,Todd,Colorado,30/06/1971, $320.00 
LWoo29152,Lorena,Wood,Idaho,24/10/1979, $57.00 
LMar27230,Lorenzo,Martinez,Florida,20/07/1974, $225.00 
LMat28767,Loretta,Mathis,Arkansas,04/10/1978, $200.00 
LPay27701,Loretta,Payne,Louisiana,03/11/1975, $210.00 
LWal28999,Loretta,Walters,Maine,24/05/1979, $150.00 
LIng26394,Lori,Ingram,New York,05/04/1972, $176.00 
LBar29030,Louis,Barrett,Florida,24/06/1979, $124.00 
LMax26400,Louis,Maxwell,District of Columbia,11/04/1972, $225.00 
LFre27455,Louise,Freeman,New Jersey,02/03/1975, $68.00 
LGoo28007,Louise,Goodman,Iowa,04/09/1976, $95.00 
LRey27863,Louise,Reynolds,Florida,13/04/1976, $58.30 
LCla27312,Luke,Clarke,California,10/10/1974, $25.00 
LRic29113,Luther,Richardson,New York,15/09/1979, $297.00 
LGor26729,Luz,Gordon,Pennsylvania,06/03/1973, $725.00 
LCla28317,Lydia,Clark,Oregon,11/07/1977, $215.00 
LHow27178,Lydia,Howell,Florida,29/05/1974, $225.00 
LMen26045,Lydia,Mendoza,Texas,22/04/1971, $63.00 
LFer27029,Lynda,Fernandez,Arkansas,31/12/1973, $225.00 
LUnd26555,Lynette,Underwood,Utah,13/09/1972, $218.00 
LGar27056,Lynn,Garcia,California,27/01/1974, $25.00 
LHar28029,Lynn,Hart,Florida,26/09/1976, $225.00 
LNun28974,Lynn,Nunez,Florida,29/04/1979, $55.20 
LWes27807,Lynn,West,Alabama,17/02/1976, $120.00 
LWea26921,Lynne,Weaver,Delaware,14/09/1973, $640.00 
MLov28775,Mabel,Love,South Carolina,12/10/1978, $64.00 
MSan27661,Mabel,Santiago,Kansas,24/09/1975, $67.00 
MMul27721,Mable,Mullins,Virginia,23/11/1975, $222.00 
MDix27707,Madeline,Dixon,Florida,09/11/1975, $57.60 
MAll27965,Mae,Allison,California,24/07/1976, $629.00 
MBar26384,Mae,Barton,South Carolina,26/03/1972, $132.00 
MMil26760,Malcolm,Mills,Utah,06/04/1973, $344.00 
MPea26563,Malcolm,Pearson,New Jersey,21/09/1972, $25.00 
MFra27877,Mamie,Frazier,Nebraska,27/04/1976, $104.00 
MSut25992,Mandy,Sutton,Florida,28/02/1971, $225.00 
MChr28591,Marcella,Christensen,Illinois,11/04/1978, $257.00 
MJoh28398,Marcia,Johnston,Wyoming,30/09/1977, $715.00 
MWar28174,Marcia,Warner,California,18/02/1977, $25.00 
MGoo28180,Marco,Goodman,Florida,24/02/1977, $75.00 
MHor28828,Marco,Horton,Vermont,04/12/1978, $107.00 
MHil26079,Marcos,Hill,New York,26/05/1971, $319.00 
MHar28473,Margaret,Harris,Michigan,14/12/1977, $54.00 
MWal28426,Margarita,Walters,New Jersey,28/10/1977," $1,466.64 "
MHay26423,Margie,Hayes,Florida,04/05/1972, $63.00 
MRos28201,Margie,Ross,New Jersey,17/03/1977, $58.00 
MGut26584,Marguerite,Gutierrez,California,12/10/1972, $25.00 
MBis27452,Maria,Bishop,Ohio,27/02/1975, $400.00 
MMal26676,Maria,Malone,Arizona,12/01/1973, $87.00 
MPoo28840,Maria,Poole,Virginia,16/12/1978, $471.00 
MGre28159,Marianne,Greer,Georgia,03/02/1977, $750.00 
MVau27001,Marie,Vaughn,California,03/12/1973, $71.00 
MFra25958,Mario,Frazier,Ohio,25/01/1971, $180.00 
MJen28035,Marion,Jenkins,Alaska,02/10/1976, $468.00 
MSte27247,Marion,Stewart,Montana,06/08/1974, $150.00 
MFit29031,Marjorie,Fitzgerald,New York,25/06/1979, $364.00 
MWeb28705,Marjorie,Weber,Illinois,03/08/1978, $161.00 
MBal27315,Mark,Baldwin,Maine,13/10/1974, $78.00 
MWil28071,Mark,Wilson,Pennsylvania,07/11/1976, $78.00 
MLam27219,Marlon,Lambert,Alabama,09/07/1974, $160.00 
MHal28863,Marsha,Hall,Florida,08/01/1979, $57.00 
MHar27955,Marsha,Harmon,Wyoming,14/07/1976, $925.00 
MHar27613,Marshall,Harmon,Vermont,07/08/1975, $102.00 
MDra29124,Martha,Drake,North Carolina,26/09/1979, $66.00 
MFis27290,Martin,Fisher,Mississippi,18/09/1974, $90.00 
MGar28449,Martin,Garcia,Nebraska,20/11/1977, $75.00 
MObr28123,Mary,Obrien,Florida,29/12/1976, $112.00 
MRil27012,Mary,Riley,California,14/12/1973, $56.00 
MSul27693,Mary,Sullivan,Massachusetts,26/10/1975, $545.00 
MCar28813,Maryann,Carpenter,South Dakota,19/11/1978, $59.40 
MCas27403,Mattie,Castro,California,09/01/1975, $125.00 
MWar28827,Mattie,Warner,Washington,03/12/1978, $436.00 
MDea27995,May,Dean,California,23/08/1976, $25.00 
MWag28953,Meghan,Wagner,California,08/04/1979, $667.00 
MPat28110,Melinda,Patterson,Oregon,16/12/1976, $257.00 
MAnd26122,Melody,Andrews,Kansas,08/07/1971, $95.00 
MJam26084,Melody,James,Wyoming,31/05/1971, $58.00 
MSta28374,Mercedes,Stanley,District of Columbia,06/09/1977," $1,422.96 "
MHen27892,Michael,Henry,Tennessee,12/05/1976, $225.00 
MGil27858,Michele,Gilbert,Montana,08/04/1976, $160.00 
MCol28840,Miguel,Collier,Florida,16/12/1978, $750.00 
MNor27473,Miguel,Norris,Ohio,20/03/1975, $75.00 
MPay26540,Miguel,Payne,Florida,29/08/1972, $108.00 
MNor27874,Mike,Norton,Arkansas,24/04/1976, $225.00 
MTod27566,Mildred,Todd,California,21/06/1975, $25.00 
MPad28414,Milton,Padilla,California,16/10/1977, $652.00 
MMcb27718,Minnie,Mcbride,Mississippi,20/11/1975, $90.00 
MSte28583,Minnie,Stephens,Wyoming,03/04/1978, $118.00 
MWon26365,Miranda,Wong,California,07/03/1972, $67.50 
MCha28435,Miriam,Chapman,Pennsylvania,06/11/1977, $139.00 
MDea27085,Miriam,Dean,New York,25/02/1974, $111.00 
MGra29135,Miriam,Graves,California,07/10/1979, $25.00 
MKel28774,Mitchell,Kelley,South Carolina,11/10/1978, $78.00 
MWeb26673,Mitchell,Webb,Texas,09/01/1973, $150.00 
MGre26092,Molly,Green,Florida,08/06/1971, $108.00 
MMul26789,Monica,Mullins,Florida,05/05/1973, $225.00 
MTra27251,Monica,Tran,Pennsylvania,10/08/1974, $220.00 
MRog29182,Monique,Rogers,New York,23/11/1979, $118.00 
MPar28602,Moses,Park,Nevada,22/04/1978, $83.00 
MHar28244,Muriel,Harrington,Alabama,29/04/1977, $100.00 
MBar27114,Myra,Barnett,Nevada,26/03/1974, $123.00 
MMax27539,Myron,Maxwell,Texas,25/05/1975, $234.00 
MMil26132,Myrtle,Miller,New York,18/07/1971, $144.00 
MMor26367,Myrtle,Moran,Nevada,09/03/1972, $100.00 
NGar27026,Nancy,Garza,Nevada,28/12/1973, $100.00 
NPer26180,Naomi,Perez,California,04/09/1971, $652.00 
NHen28163,Natalie,Henry,Illinois,07/02/1977, $105.00 
NFit28730,Natasha,Fitzgerald,Hawaii,28/08/1978, $75.00 
NMal26963,Natasha,Malone,South Carolina,26/10/1973, $176.00 
NCur26118,Nathan,Curtis,Washington,04/07/1971, $339.00 
NLee28376,Nathan,Lee,Pennsylvania,08/09/1977, $185.00 
NOwe29060,Neil,Owens,Indiana,24/07/1979, $160.00 
NBer29113,Nellie,Berry,California,15/09/1979, $687.00 
NRob26652,Nelson,Roberson,Connecticut,19/12/1972, $506.00 
NRee27173,Nicholas,Reeves,California,24/05/1974, $778.05 
NMul27701,Nichole,Mullins,Florida,03/11/1975, $75.00 
NSch27008,Nichole,Schultz,Hawaii,10/12/1973," $1,382.40 "
NRic28578,Nick,Richardson,West Virginia,29/03/1978, $75.00 
NFra28042,Nicole,Francis,Texas,09/10/1976, $107.00 
NHer27970,Nina,Herrera,Nevada,29/07/1976, $85.00 
NWoo26688,Nina,Woods,Virginia,24/01/1973, $249.00 
NRho29120,Noel,Rhodes,Wyoming,22/09/1979, $66.00 
NHic26406,Nora,Hicks,Texas,17/04/1972," $1,250.00 "
NHan27910,Norma,Hansen,Texas,30/05/1976, $147.00 
OGue28606,Olive,Guerrero,New Jersey,26/04/1978, $225.00 
OBar25975,Oliver,Barber,Texas,11/02/1971, $225.00 
OTer28852,Oliver,Terry,California,28/12/1978, $968.80 
OCon26145,Olivia,Conner,Texas,31/07/1971, $120.00 
OJoh27615,Ollie,Johnson,Nebraska,09/08/1975, $750.00 
OSil27106,Orville,Silva,Delaware,18/03/1974, $82.00 
OBow25992,Oscar,Bowen,Alaska,28/02/1971, $477.00 
OFie26098,Oscar,Fields,Minnesota,14/06/1971, $107.00 
OMor28285,Oscar,Morrison,Alaska,09/06/1977, $407.00 
OSte27530,Owen,Stevens,Florida,16/05/1975, $55.50 
PBar26245,Pat,Barrett,Missouri,08/11/1971, $55.50 
PFle28685,Pat,Fleming,Texas,14/07/1978, $224.00 
PPop28093,Patricia,Pope,New York,29/11/1976, $200.00 
PCan27080,Patrick,Cannon,Georgia,20/02/1974, $500.00 
POli27374,Patrick,Oliver,Illinois,11/12/1974, $87.00 
PLar27519,Patsy,Larson,Iowa,05/05/1975, $95.00 
PCan28855,Patti,Cannon,Pennsylvania,31/12/1978, $169.00 
PKin26696,Patty,King,South Dakota,01/02/1973, $55.20 
PMcb28509,Paul,Mcbride,California,19/01/1978, $790.00 
PWat28647,Paul,Watkins,Georgia,06/06/1978, $325.00 
PBis28326,Paulette,Bishop,South Dakota,20/07/1977, $128.00 
PBla27041,Paulette,Black,Alabama,12/01/1974, $125.00 
PCla28903,Pauline,Clayton,Colorado,17/02/1979, $260.00 
PHer28017,Pauline,Herrera,Florida,14/09/1976, $90.00 
PHol29097,Pauline,Holmes,California,30/08/1979, $804.65 
PMen26551,Pearl,Mendez,Texas,09/09/1972, $95.00 
PDav26722,Pedro,Davidson,Oregon,27/02/1973, $259.00 
PMay27664,Pedro,May,District of Columbia,27/09/1975, $890.00 
PNew26180,Pedro,Newton,Kansas,04/09/1971, $425.00 
POwe27747,Pedro,Owen,New York,19/12/1975, $206.00 
PHuf27539,Penny,Huff,Texas,25/05/1975, $194.00 
PDun26431,Pete,Dunn,North Carolina,12/05/1972, $160.00 
PCop27948,Peter,Copeland,North Dakota,07/07/1976, $750.00 
PShe27614,Philip,Shelton,Oklahoma,08/08/1975, $90.00 
PHin27851,Preston,Hines,California,01/04/1976, $25.00 
POrt27661,Priscilla,Ortiz,Illinois,24/09/1975, $215.00 
RCar29101,Rachael,Carr,Maine,03/09/1979, $61.50 
RFul29062,Rafael,Fuller,Florida,26/07/1979, $225.00 
RGar27671,Rafael,Garner,Virginia,04/10/1975, $401.00 
RMcc28408,Ralph,Mccormick,Florida,10/10/1977, $66.00 
RDel27526,Ramiro,Delgado,New York,12/05/1975, $357.00 
RPri27644,Ramon,Price,Nebraska,07/09/1975, $750.00 
RBur28609,Ramona,Burns,Florida,29/04/1978, $225.00 
RHic27862,Ramona,Hicks,Virginia,12/04/1976, $235.00 
RPag26396,Ramona,Page,California,07/04/1972, $540.00 
RWat27825,Ramona,Watts,Washington,06/03/1976, $521.00 
RMil26966,Randall,Miles,Colorado,29/10/1973, $331.00 
RWil26301,Randall,Wilson,Pennsylvania,03/01/1972, $177.00 
RBel27863,Randolph,Bell,Florida,13/04/1976, $225.00 
RAus26197,Randy,Austin,New York,21/09/1971, $394.00 
RDel28176,Raquel,Delgado,California,20/02/1977, $865.80 
RPen27296,Raquel,Pena,Oklahoma,24/09/1974, $750.00 
RGuz28818,Raul,Guzman,Louisiana,24/11/1978, $160.00 
RPay28064,Raul,Payne,Ohio,31/10/1976, $57.00 
RUnd28139,Raul,Underwood,Texas,14/01/1977, $126.00 
RLeo28993,Raymond,Leonard,Vermont,18/05/1979, $725.00 
RSan27191,Raymond,Santos,California,11/06/1974," $1,354.32 "
RJim28534,Rebecca,Jimenez,California,13/02/1978, $790.00 
RGra26815,Regina,Gray,District of Columbia,31/05/1973, $625.00 
RPow28649,Reginald,Powers,Wyoming,08/06/1978, $198.00 
RBus26167,Renee,Bush,Florida,22/08/1971, $125.00 
RKle28598,Renee,Klein,Michigan,18/04/1978, $66.00 
RFar28661,Rhonda,Farmer,Maryland,20/06/1978, $790.40 
RFre28435,Ricardo,French,Kentucky,06/11/1977, $200.00 
RMor28539,Ricardo,Morris,Pennsylvania,18/02/1978, $125.00 
RCur27111,Rickey,Curtis,Idaho,23/03/1974, $725.00 
RGre26642,Rickey,Green,California,09/12/1972," $1,377.36 "
RMat26375,Rickey,Matthews,Montana,17/03/1972, $75.00 
RHal26790,Ricky,Hall,South Dakota,06/05/1973, $58.30 
RNor29017,Ricky,Norman,California,11/06/1979, $652.00 
RDra26452,Rita,Drake,West Virginia,02/06/1972, $75.00 
RMor26803,Roberta,Morris,Massachusetts,19/05/1973, $750.00 
RSch26399,Roberta,Schwartz,Illinois,10/04/1972, $81.00 
RNun27350,Roberto,Nunez,New Jersey,17/11/1974, $70.00 
RCam28816,Robin,Campbell,Missouri,22/11/1978, $160.00 
RNgu28994,Robin,Nguyen,Florida,19/05/1979, $64.50 
RSny28904,Robin,Snyder,Georgia,18/02/1979, $94.00 
RBar28137,Robyn,Barker,Maryland,12/01/1977, $325.00 
RBla28971,Roderick,Blair,New York,26/04/1979, $322.00 
RMat28409,Roderick,Matthews,New Mexico,11/10/1977, $160.00 
RNor28551,Roderick,Norton,Florida,02/03/1978, $90.00 
RGon29213,Rodolfo,Gonzalez,New Mexico,24/12/1979, $225.00 
RWel29042,Rogelio,Welch,Texas,06/07/1979, $208.00 
RGra27834,Roger,Gray,Colorado,15/03/1976, $471.00 
RRod28814,Roland,Rodriquez,Mississippi,20/11/1978, $60.00 
RFra26837,Rolando,Frank,Florida,22/06/1973, $225.00 
RPar29166,Rolando,Parker,New Jersey,07/11/1979, $75.00 
RMar26926,Ronald,Marshall,Louisiana,19/09/1973, $100.00 
RVeg27720,Ronald,Vega,Pennsylvania,22/11/1975, $190.00 
RMcb28546,Ronnie,Mcbride,New York,25/02/1978, $356.00 
RSny26242,Ronnie,Snyder,Delaware,05/11/1971, $245.00 
RVal28573,Ronnie,Valdez,Texas,24/03/1978, $191.00 
RPet28174,Roosevelt,Peters,Washington,18/02/1977, $727.00 
RRee26897,Roosevelt,Reed,Washington,21/08/1973, $405.00 
RCam29001,Rosa,Campbell,Oregon,26/05/1979, $124.00 
RHub28519,Rosa,Hubbard,South Carolina,29/01/1978, $84.00 
RRiv27056,Rosa,Rivera,California,27/01/1974, $602.00 
RBow27075,Rosalie,Bowen,California,15/02/1974, $95.00 
RTay27065,Rosalie,Taylor,Colorado,05/02/1974, $368.00 
RBec26647,Rosemarie,Beck,California,14/12/1972, $125.00 
RHuf29104,Rosemarie,Huff,Oregon,06/09/1979, $182.00 
RDel26094,Rosemary,Delgado,Kentucky,10/06/1971, $160.00 
RVal26475,Rosemary,Valdez,California,25/06/1972, $85.00 
RGue27518,Ross,Guerrero,California,04/05/1975, $580.00 
RFlo29062,Roxanne,Flowers,New York,26/07/1979, $153.00 
RBoo27718,Roy,Boone,Indiana,20/11/1975, $136.00 
RRay27608,Roy,Ray,California,02/08/1975, $601.00 
RAle27710,Ruben,Alexander,Rhode Island,12/11/1975, $59.00 
RBar27181,Rudolph,Barnett,California,01/06/1974, $25.00 
RHay25978,Rudy,Hayes,Idaho,14/02/1971, $90.00 
RHug28230,Rufus,Hughes,New Jersey,15/04/1977, $450.00 
RGra29204,Russell,Graham,California,15/12/1979, $76.00 
SFre28152,Sabrina,French,Texas,27/01/1977, $105.00 
SMit27912,Sabrina,Mitchell,California,01/06/1976, $25.00 
SShe26490,Sabrina,Shelton,Ohio,10/07/1972, $320.00 
SAnd26478,Sadie,Anderson,Georgia,28/06/1972, $250.00 
SRei28289,Sadie,Reid,Nevada,13/06/1977, $124.00 
SPit28202,Sally,Pittman,Florida,18/03/1977, $54.00 
SRic27363,Salvatore,Richards,California,30/11/1974, $893.60 
SWeb27546,Salvatore,Webster,Minnesota,01/06/1975, $158.00 
SPhe29195,Samantha,Phelps,North Carolina,06/12/1979, $112.00 
SBow28892,Sammy,Bowman,Illinois,06/02/1979, $303.00 
SPot27246,Sandy,Potter,New Jersey,05/08/1974, $976.80 
SHog28922,Santiago,Hogan,California,08/03/1979, $796.00 
SSwa29194,Sara,Swanson,California,05/12/1979, $602.00 
SPag27021,Sarah,Page,Illinois,23/12/1973, $151.00 
SHol27955,Saul,Holt,Louisiana,14/07/1976, $225.00 
